model,metallic,split
games__Deadlock__statue_owl_02,5,train
games__Devil_May_Cry_5__l03_18_bossareamesh_2,5,val
games__Dota_2__allure_of_the_deep_armor_set_1,1,train
games__Dota_2__baleful_reign_mount,1,train
games__Dota_2__bristleback_armor_set_None,0,train
games__Dota_2__dotm_miscellaneous_None,0,train
games__Galacticare__664_gc_main_character_tenki_acidburns_02(Clone)_01_None,0,train
games__Gas_Station_Simulator__696_SM_Glass_Bottle_Set1_3,5,val
games__Headliners__1225_SM_MO_Planter_01_v1,3,train
games__Headliners__1363_SM_debris3,5,train
games__Iron_Harvest__451_473_sm_city-sign01_destructible_01_4_None,4,train
games__Layers_Of_Fear_3__2077_sm_en_DollPosed_01_09_03_with_tex_None,0,val
games__Layers_Of_Fear_3__2086_Sm_en_kitchen_breadboard_with_tex_None,0,train
games__Layers_Of_Fear_3__2171_sm_en_DollPosed_01_10_with_tex,0,train
games__Layers_Of_Fear_3__351_sm_en_SetA_WardrobeD_rod_with_tex_None_None,3,train
games__Life_Is_Strange_Remastered__1260_ST_Tech_ElectricPannel01_2,5,train
games__Life_Is_Strange_Remastered__481_ST_Food_CookiesPacket01_None,5,test
games__Life_Is_Strange_Remastered__721_ST_Tech_Clim02_None,5,train
games__Martha_Is_Dead__312_SM_MopBrush_None_None,3,train
games__Martha_Is_Dead__794_SM_Cemetery_Gate_house_B_None,5,train
games__Monster_Hunter_Rise__f_combined_290,0,test
games__Monster_Hunter_Rise__ota_combined_149_None,0,train
games__Monster_Hunter_Rise__otd_we003mesh_LOD0_None,1,train
games__Monster_Hunter_Rise__sm326_021_00_BO01mesh_LOD0_1,5,train
games__Resident_Evil_2__sm36_054_Tools01A_00msmesh_6,4,val
games__Resident_Evil_2__wp0700_HSCmesh_None,4,train
games__Resident_Evil_3__1229_sm30_271_drugshelf01c_00msmesh_2,0,train
games__Resident_Evil_3__1325_sm39_467_es_surgicalinstrumentsset01a_00msmesh_3,3,test
games__Resident_Evil_3__1785_sm26_028_middlecontainer01a_00msmesh_None,4,train
games__Resident_Evil_3__1818_sm32_427_es_jillclothes02a_00msmesh_None,3,train
games__Resident_Evil_3__2064_sm25_434_es_brokentrafficlight01a_00msmesh_None,0,train
games__Resident_Evil_3__257_sm30_079_bench01a_00msmesh_None,5,train
games__Resident_Evil_7_Biohazard__1101_sm0879_carpet09amesh_None,0,train
games__Resident_Evil_7_Biohazard__1484_wp2150_brokenfireaxemesh_None,4,train
games__Resident_Evil_7_Biohazard__1539_sm9062_halldoorh240w100rmesh_1,3,train
games__Resident_Evil_Village__1649_sm24_051_woodfencec_01mesh_None,0,train
games__Resident_Evil_Village__2461_sm92_045_gem_00mesh_None,0,train
games__Resident_Evil_Village__952_sm33_058_kitchenshelf_00mesh_2,0,test
games__Street_Fighter_6__2195_sm64_146_standinglantern_00mesh_None_None,0,train
games__Street_Fighter_6__2873_sm30_028_table_00mesh_None,0,train
games__Street_Fighter_6__3030_sm26_009_transformer_00mesh_1,1,val
games__The_Lies_We_Tell_Ourselves__012_AncientPillars_4,1,test
games__The_Lord_Of_The_Rings_Return_To_Moria__1998_Uruk_RedEye_Armor01_1,4,val
games__Warhammer_40K_Rogue_Trader__017_imperial_palace_transition_RIG_03_3,0,val
games__Warhammer_40K_Rogue_Trader__1609_Character.animator_84_None,0,test
games__Warhammer_40K_Rogue_Trader__2012_Character.animator_1205_None,0,val
games__Warhammer_40K_Rogue_Trader__2284_GardenWorldBeast_RIG_04_None,0,train
games__Warhammer_40K_Rogue_Trader__290_Character.animator_1646_None,5,train
games__Warhammer_40K_Rogue_Trader__315_Character.animator_1611_None,0,train
games__Warhammer_40K_Rogue_Trader__673_Character.animator_294_None,0,train
games__Wasteland_3__CommandBot_4_None,1,train
games__Yasuke_Simulator__Zombi Boss_4,3,train
hssd__3803c4d6c3f1449a6dd2dc9d8109d1d2d0c48401,1,train
hssd__676220770636f91ae9f02bf6b198e6f5df50bfe5,0,train
hssd__ac2b117a76e842cf7e2af1dd16d0a88d01e78c41,0,train
hssd__e5a65a86337ab025e3fbae520946c2eecf80e8ba,0,train
hssd__ff950ba0a28b727b62847969d4b4e175e870416e,1,train
hssd__xxxx532afee6xabbex4e01xb30cx8277ad6273cc,0,train
hssd__xxxxc04b1011xea57x4366xb19dxbe5f64f54be3,0,val
kitbash__0c1e92ee10d9c66981222907f28b3ba6764dd74d8ec355ee341abb10c1b9fed6,4,train
kitbash__0dc7e72977ac9cb8e6b2578328e2542d6fd5f9281e48539c59626fc93636abba,3,train
kitbash__12efbb603ab50f30815d7d19923b5ae717b30c45a2c087b07950e2f2bf8928f8,0,train
kitbash__2cfe1d43bcb92611d4bf057e3b5a94b27178d55550a770ab1691793bcffaeee1,0,train
kitbash__3e80ba75d3799af17d96e4ac31a41dfd7366735b9f437b3e91ae9f0cf136ccc0,0,train
kitbash__6668f9a3f9b6885b003ca7fa12da07467d373b5b04b31dd1bee91fdb2477c97d,0,train
kitbash__6eb13d4506104623046b10a2387c21967b49fddddd37b349132c1d595be945df,0,train
kitbash__828c92b5e6e7990cb01cc25ac61ad37c3f8b8c6e5d542b0d72d426b169bec14c,0,val
kitbash__862a2019077b9be719731502cf2f14d808272d9db33b83e4ecc73a57f1e9e6b2,0,train
kitbash__a402066dd822e9a2a985cabbc45fea86d6fd2b3896d1b1d571787cd77950f4da,5,train
kitbash__a80bcc7ae419d65e1d6d1976b442ffa92fb62e6ad00a264bf8af2954d42795da,1,train
kitbash__b1cc4dea2d419d50326918cf8541e2b62c40b73713dd44832ef35619080b340b,3,val
kitbash__ddbfe529e1a6fe513505450b5efa22b36ef2e15ddca30d35e4c0cafdfbdaf51b,4,test
kitbash__f898881b623fe83efaedd1cc43e16477f2398ad3ee53ad9f73709d5354937383,3,train
megascan__14eef3c3db50532d9aef11d3190f7c015ef95b18e9cbde4cc871c3bbe034880e,5,train
megascan__1a4855adece4e4a8df3abd642c55e0185c9f4f5438af138cab26afec9eb0378f,5,train
megascan__7c55e5a7e724d8116ac795f70c57b6bd8daccb257e8a9cf1527858d205b3e4b1,5,test
megascan__ab23fde692cfe7176a48a2c2857f1145e7a4d87c6733662be0f79237f4dc5fa2,5,train
pbrmax__02689_MD_BuddhaStatue_21,5,val
pbrmax__8252_Pillar_16,5,train
pbrmax__Muskmelon_3,5,val
pbrmax__SpeedBump,3,test
pbrmax__Teapot_11_,5,test
project-aria__Book_0262035618_DeepLearning_2,5,test
project-aria__FakeFruit_B09992T572_Mangosteen,5,test
project-aria__Gargoyle_B00CW2QETK_MouthOpen,5,test
project-aria__LiteOffice_WiFi_Router_D,3,train
project-aria__Marker_B07Q4K1HRJ_Red_TU,5,val
project-aria__Shampoo_B09163W8LM_Smooth,5,train
sketchfab-objaverse__00__001ee191c4794811ac9cc9d59c1d37b7_5,5,train
sketchfab-objaverse__02__029c649ca173424f957f357785948ca2_None,1,train
sketchfab-objaverse__05__05f6b6be45ef41f5906379ce8b657a3c,3,train
sketchfab-objaverse__06__069b4c111dc74338aa5429b1b10094fd,5,train
sketchfab-objaverse__07__0720d7d726a942c1bd9c2ca792e4fb96,3,test
sketchfab-objaverse__08__08a1fec9513343b38b20e29810dcc065_None,3,train
sketchfab-objaverse__0f__0f4646ca873d486fa9f2e383e0267c4b_None,0,train
sketchfab-objaverse__10__10f4a5d163e74c6689b58c2b3c14e9e2,4,train
sketchfab-objaverse__16__16ff535e4dd74353984551cbe63028f3,3,train
sketchfab-objaverse__18__18e1f60286d346728f650984f4ae70aa,3,train
sketchfab-objaverse__1a__1a6cfe6a241c4e97a3996364bcb33c98,4,train
sketchfab-objaverse__1e__1e2234e51a46400bbd3a71afd9c2b750,0,train
sketchfab-objaverse__1e__1eadc947c0894aa0bbac0c6226a21bda_None,5,train
sketchfab-objaverse__21__21ac7cb530204e4491f848afd5c3dfbc,0,train
sketchfab-objaverse__22__22732575b0644cc9b65cf21857288189_None,0,train
sketchfab-objaverse__25__2559c3c3301e40efad0d1c1a2c8659d6,5,train
sketchfab-objaverse__28__2819271389e1451eab2ef7e1333b45de,4,train
sketchfab-objaverse__2c__2c7726ee257c4f1e8c57172695baae50,1,train
sketchfab-objaverse__2f__2f60c58328244f52a257b4cb71d68e3e_None,2,train
sketchfab-objaverse__2f__2fe2390c8a8f449e915c86f1ca1c0074_None,3,test
sketchfab-objaverse__34__34552b94eea54ad4a1acbd50a16284ba_None,5,train
sketchfab-objaverse__3a__3afcdd4eb1654f31839a672377cfdd8d_None,5,train
sketchfab-objaverse__3c__3cefae07b9f7491282a57d46fea3196b,3,test
sketchfab-objaverse__3d__3d8afd28e8544bcf94ddaa67df9758ba_2,5,train
sketchfab-objaverse__3e__3ec9e613d4784f4e94776881f375e1bd,1,train
sketchfab-objaverse__40__4037cdd7d3b047de93618f24f9a0b663,5,train
sketchfab-objaverse__40__40d23e69b3f843d8ad50e3b3e274ba9b_None,4,train
sketchfab-objaverse__4c__4c446fd5ce5842798cfaa3ff45b742ac_None,0,val
sketchfab-objaverse__4d__4d12203206054668bbdb47f0cc56f133,3,train
sketchfab-objaverse__4e__4e55eda1f87b41ec8c155bed5a11115d_None,3,val
sketchfab-objaverse__4f__4f9ce775a9a543a295af14960308acbc_7,0,train
sketchfab-objaverse__55__55c789602a4a4cabb93dd87207bd233f_5,3,test
sketchfab-objaverse__58__58bde95b080244f2a60a0910d1f1f4a9_None,4,test
sketchfab-objaverse__68__682ad47b4b58467bbd63b1bbe40d7b67_3,5,train
sketchfab-objaverse__68__68834dab6d6c46bb8fb7ca4d5c218b67,1,train
sketchfab-objaverse__68__68c424f2c5c34c2aa33c6bede5b29cc8,1,train
sketchfab-objaverse__68__68ef2ac4bf2a4beab9db7b0b92388aef,5,val
sketchfab-objaverse__69__696e5d6ef2254c75ae5ce33a92b2f078,4,train
sketchfab-objaverse__74__745dbc24f07941bcb4d2e0e3a8b6819e_3,4,train
sketchfab-objaverse__79__7902290b37244ea7acbbc00f0dddbc0b,5,train
sketchfab-objaverse__7a__7a725e6108e34c4ca11315171e87fddb,4,train
sketchfab-objaverse__7b__7b9179a706584d609177dc68e68f2c40_2,1,train
sketchfab-objaverse__81__811e71f590cd49668f78247122dc8d56_None,3,train
sketchfab-objaverse__82__8240a7a62b23468582ec3cad2390ca56_None,5,train
sketchfab-objaverse__87__87c2025f6472417ba2603a9c2cb0ba82_None,4,val
sketchfab-objaverse__88__8870e0c993f24d0b83aa0e1bafaf1062,0,test
sketchfab-objaverse__88__88ab27c6643b450a8c5858d0f16e291c_None,0,train
sketchfab-objaverse__8a__8a444f033eee430ab5fd3386eb67b68c,2,train
sketchfab-objaverse__8b__8b22e0a50d0343dca6bdb7b9c33e5d1a_None,3,val
sketchfab-objaverse__92__926e3e235de341569f6dcedcded12b90_1,3,train
sketchfab-objaverse__93__936f2b23c32441baac91f34c872608e7_None,1,train
sketchfab-objaverse__97__97d95ce2745d461eb9c70c3223f53537,3,train
sketchfab-objaverse__9f__9ff7646391f04c8da9e60f6db77f3595_None,5,test
sketchfab-objaverse__a2__a26e6231f8104756ba3f6d7816518fd7,4,train
sketchfab-objaverse__a6__a60b2bd05f3149a7898fc56d6c07a379_None,5,train
sketchfab-objaverse__a7__a705a9849c19499bb90cbe1a03c15564,5,train
sketchfab-objaverse__ad__ad7128e6c7d544cbae2af16ddeca6951_3,0,train
sketchfab-objaverse__b1__b1fb5c9ec6b045a7b1951cefa3eaef82,0,val
sketchfab-objaverse__b3__b31a6fab683a47ab897bcd46e92b1b8b_2,4,train
sketchfab-objaverse__b4__b41c2e0f97e441cc85bf4c487689c022,5,test
sketchfab-objaverse__b8__b84145ed48d143ff8746eda2623b3bd8,3,train
sketchfab-objaverse__b9__b9aa38a35f4b42d8bc1a82221a84906f_None,1,train
sketchfab-objaverse__bd__bd307851dde64d07a4efac434b3161b7_7,5,train
sketchfab-objaverse__c2__c282805c44a440e9a019fa50d0e74bc5,3,train
sketchfab-objaverse__c6__c69723cebddc4657a850f3aa93b781db,0,train
sketchfab-objaverse__cd__cd299e24f2f549529048f773eab42ade,1,test
sketchfab-objaverse__d5__d52bd1b900054b5e8dc88c30caf0e9f6,5,val
sketchfab-objaverse__d5__d57e04941cfd45e2be1427c77fea7155_None,1,test
sketchfab-objaverse__d8__d8a6d0cb435147c1a03829ca3a2f1447_1,1,train
sketchfab-objaverse__d9__d997668759cb45449264d7d25045cbad_1,1,train
sketchfab-objaverse__d9__d9d0cd3a587442baa86616350969b85b,3,train
sketchfab-objaverse__de__dea9132e1ca841cfb6bca0b4452aade6,5,train
sketchfab-objaverse__e4__e463b126d06e46299ab8df655b3aca85_3,3,train
sketchfab-objaverse__e6__e6eb2e4cb08c4160bf1cb6a343217ac1_None,3,val
sketchfab-objaverse__ea__ea7d2e8f61aa4f1bafa8799acf9dd9b7,3,test
sketchfab-objaverse__ef__ef149f5dc6fe4982b3987d26c6364991,5,train
sketchfab-objaverse__f1__f1f2c401bfdc4d2cbf0c05274c87453d_2,0,train
sketchfab-objaverse__f2__f2b7564377914552a6e080662795e6a0_4,5,train
sketchfab-objaverse__f3__f33e91a207824c43b6f9a3bda446a5a3,3,val
sketchfab-objaverse__f7__f771982652174017b22bb1a9bbf5e36f_None,1,train
sketchfab-objaverse__f8__f80e51109cf04f38869adb1d0de90daa,5,test
sketchfab-objaverse__f9__f91050de08324999a1d35b6706395379,3,train
sketchfab-objaverse__fa__fa74a39529f5462e978b4f5dbc0b8add,5,val
sketchfab-objaverse__fa__fa92a0e8082b436e917d320bc495d48c_None,0,train
sketchfab-objaverse__ff__fff92680341948349cf60ae8d46a66cc,1,val
sketchfab__00__005259aa1cb644b0be61ed9ebaec77f3_None,0,test
sketchfab__01__01647cf6a86e4a7bbeddda1aa4e44ad7,5,train
sketchfab__01__01de7de3a90b4013a42c1a5288e66767,4,train
sketchfab__02__029fd38c76f94e1b94a4e1821717c3af_3,1,test
sketchfab__03__03064d6a0ec0484d874540c0f267b5ff,0,val
sketchfab__03__03e388f3376947c49096e0e45c3a79ea_None,3,val
sketchfab__04__04477b306bc74c4bb9c1d73799ba6a20_2,5,train
sketchfab__04__046487ac0198406da2f61cf414dcd6d0_2,5,val
sketchfab__05__0569881ebde74cff9a1d700180876b1a,5,val
sketchfab__05__0576e8dd93614dc79f648c7e31de62e7,5,train
sketchfab__05__057c8dc857cc46f7a92d55cd27696c88_None,5,train
sketchfab__05__05bb57ced2d04370bc8e89b45325b28a,0,train
sketchfab__05__05ef1366dc0a4982ba6a8097609c2aa5,1,val
sketchfab__06__0642639a9e7e48a6af2db2013c6a05df,3,test
sketchfab__06__0646f6eb1c1845d8994fb5a4d249302d,0,val
sketchfab__06__068b30bd428043a193e86a172d5e7eb2_4,5,train
sketchfab__06__06be5347fed54b1489f6a469c8e1dc2e_2,5,test
sketchfab__06__06ede1c28fff4b32bd926ef71d02a9dd_4,5,test
sketchfab__07__075da73c82d146569ff3aee1ea2fd66b_None,0,test
sketchfab__07__076a29103125423ebd5d42bb09ad649d_3,5,train
sketchfab__07__076ff7bafa9642adb2084abb86b2ba2c_None,5,train
sketchfab__07__07ccd809c2fa4342825734bf68cb7758_None,5,train
sketchfab__08__08208743b63b4d248068dd3c7206f2c4,0,train
sketchfab__08__086ad0962370435aa453fe960a4dbad4,3,val
sketchfab__08__088502ea2f554207908e28c339ce3d18_None,3,train
sketchfab__08__08a342c381614e169845a0c43b49fde1_22,1,train
sketchfab__08__08d66b1406fb43c1bff49ad669e2090a,3,val
sketchfab__09__09c8fa89466043b9abe14d440f6cede9_isaacs-fight_5,5,train
sketchfab__09__09cb0019b645448e9ee57786344a210d_None,5,test
sketchfab__09__09d2acd0d56248bf81a405d844081653,1,test
sketchfab__0b__0b3537d0f27042d2907d85e8c3d5da2a,3,test
sketchfab__0b__0bbcba55c7e9466d9c810d2e8f574bd4,4,train
sketchfab__0b__0bd8e746f4c64fefbad4da26199c7292,5,train
sketchfab__0c__0ccc682c0e17408a929adc2fca157925_None,5,train
sketchfab__0c__0ccd6ea52c2c4f38b1565187177cb17b,5,train
sketchfab__0c__0cd5d64158ed45e49b1c8c26b1a7f936,5,train
sketchfab__0e__0e327edbe3d644a49a112a57cca7eae4,1,train
sketchfab__0f__0f539ec9c6dc4779a227da17991540ea_4,5,train
sketchfab__0f__0fed876c540c4640a2b15fd3dd5f7319_cave-bear-ursus-deningeri-skull-low-poly-anim,5,train
sketchfab__10__10107ef2dad54bc494a5012585c63d55_wicker-baskets-round-and-square-pack-4k_13,5,val
sketchfab__10__109188749c2048fea8f03c0c6862585b,4,train
sketchfab__10__10daf73306f942edbf4829e4ccd9254d_None,1,val
sketchfab__11__11cda0a99c0845a89f817a4314a216a0_2,5,train
sketchfab__13__13a27268a2e14f38a89041c4598469ec,3,train
sketchfab__13__13af07560804419cb51249ae2fed8df9,5,train
sketchfab__13__13d9181961424182a2c1030c8bf71074_3,3,train
sketchfab__14__142e9faa1402432e80b13a8ece395da3_None,1,val
sketchfab__14__1452158cb4d84879b6e62b3784c94b3d,5,train
sketchfab__14__14afb23aa67c4866a69eb754e8fc8abb_5,3,train
sketchfab__15__15d28a70520e44e2a57ab1be57790222,5,train
sketchfab__16__1648f7a413ca4761956a60018aa8dca4_4,5,test
sketchfab__16__167a1351949c4c2796fa516fed6e457b,3,train
sketchfab__16__16debe09e4e34641a0b876ea6a3636d0_14,3,train
sketchfab__16__16f96d893e3a4c58833945308c2e4e74_None,4,test
sketchfab__17__1729e91e787845088302277e3762b079,0,val
sketchfab__17__17da6c8ffa294acd931144fa48247aef_17,5,train
sketchfab__18__18091762d73e4271986758e5b0dc7c19_None,3,val
sketchfab__18__182714716b254e31a25ce9d4123d1d27_2,5,train
sketchfab__18__18887d1ec7b54c06a52df760b09592fc_None,1,train
sketchfab__18__18ed01ded5ad4b38a7b4d9a6224b02da,0,train
sketchfab__19__198d14aecc46459fbd07f25c2a7c7b3f_2,1,train
sketchfab__19__19967c449ab54f72b29a49e676a568c8,5,train
sketchfab__19__19a696bb3840465bad1bc1e4190d2569,5,train
sketchfab__19__19e93f397cda4d91997721ed0694d1e7,3,train
sketchfab__1b__1b4ab1e98ceb436ba12fdd5059e81406_strange-artifact_None,1,val
sketchfab__1c__1c5e6c772dc840aba22a9af3d8dfb095_None,0,train
sketchfab__1d__1d00b9d6b07c42e9b12899d9029f62c4_pepsi-cans-classic-zero-diet-cola-sodas_1,3,train
sketchfab__1d__1d9a009cc7444b7b8acbcb2865be1051,0,train
sketchfab__1e__1e25fb8a05cc47349e985b6a616afbd4_6,1,train
sketchfab__1e__1ee8272c96fb402bb8c3bff8d69eda39,4,train
sketchfab__1f__1fc0eda06ff54128bda7afbc6865830d,0,test
sketchfab__1f__1fd9a1daabff4bcb87abe6fd3706ae27_2,4,val
sketchfab__21__219ce32da7f94c0380267c76c9addd6b,0,test
sketchfab__21__21c87979d4ba46c3a9caf4e861786af5_3,0,train
sketchfab__22__226bef949fb14a2b93fea4e613f4d38f_2,3,train
sketchfab__22__227da31f9cbd4825bef65a0bb7ab3a8f,0,train
sketchfab__22__22ae934f0a4b450fa1e501d214a39eda,4,train
sketchfab__23__23a6dfbcf8d047e88b44a3a1aad26f13,5,train
sketchfab__23__23e87936785d4a7680670af728e5d5fa,3,val
sketchfab__24__2417db17aca2425984a4a239f5e8aa1b,5,val
sketchfab__24__24ddf02ddc9d4dfaaaf2e4bdc88018cd_2,4,train
sketchfab__25__252658c6008b4315b2961f4fd2a228e6_None,1,train
sketchfab__25__2549191f5baf4130b553c86338c0d6f7,4,train
sketchfab__25__257b0983f76a48e5a66303d9e3b79b0d_4,0,train
sketchfab__25__25b0de81b7ed42ffba1e60fe150ac4db,3,val
sketchfab__25__25b5f5c141904fac89caa432e19d92a1_2,5,train
sketchfab__26__266cf9023a1641a99c91cf10dadb12d0,5,val
sketchfab__27__27f0d7dec00c455e8e2767ab958d36c4,5,train
sketchfab__28__28fb13f78880427aac28e1a457c7d95f,5,train
sketchfab__29__295cd768e7504333b5420dacf7b2fbac,0,train
sketchfab__2a__2a0cac99cc364d10a6c570c3ac524ebb,3,val
sketchfab__2a__2a342f4c2e3e4c31aea74c94cb00b3c1_2,1,train
sketchfab__2b__2ba75ac278194278b3ffc519e68c6ab6,3,train
sketchfab__2c__2c1aee5f2ab34f9b807c788f6ae2ef99,3,val
sketchfab__2c__2c202bbc57c44a1b81e4b70fabdfa2b5,3,train
sketchfab__2c__2c272d6377d04975ba1c4b6b94b4b7cd,0,train
sketchfab__2c__2c8ae1e53a26420997cd58bf618db27e_None,1,train
sketchfab__2d__2d2501382b3c44f7acc95af8fdfe2c23,1,train
sketchfab__2d__2d26674bed3d48fb921392166d3ca5c1_None,0,train
sketchfab__2d__2df9e2a9cf9d4bd193f3753f4bea8218_None,1,train
sketchfab__2e__2ef0cdb3f94c4e08b51b30004e6de11d_5,5,train
sketchfab__2f__2f1788c451b44148b13337e2c3543c99_None,1,train
sketchfab__31__3112a01dd60c4a8bb968a4f1dd3c494c,0,train
sketchfab__31__31d8f73ddd4746da95ef61440fdac0b2_2,5,train
sketchfab__32__321d917576b54002b9b236d3d642c03b,0,train
sketchfab__32__32b811ae337f441ba8d767de1bc044ec,1,train
sketchfab__32__32d0b9a9e0cb492abde582f0b013ab84_None,3,test
sketchfab__33__3349491c08134c518362e701c8798976,3,val
sketchfab__33__3359dc453f084e08a9e248ed0d54926f_dirt-bike-high-quality-3d-scan-with-reflections_None,1,train
sketchfab__33__33d3c3c611eb427c805560f24ca3ff5e_None,4,train
sketchfab__33__33da7ca9360142b686372fd7263a4237,1,train
sketchfab__34__3475530851734d59aaa1323314adec79,5,test
sketchfab__34__34dc8f72616c493fb7875a52be9612c9_2,3,train
sketchfab__35__350f075b4f7c45ddbe010f991c000bcb,3,train
sketchfab__35__353d4a13b7454f3192bdd2575f611e45_2,3,train
sketchfab__35__35ae9d9196ca46cf80ee6baddd3035df_None,4,train
sketchfab__38__3817735d870e4237b4473485a4d94bab_4,5,train
sketchfab__38__383cce4d6cdc47d78fba9cdc9dfe90ac_1,4,test
sketchfab__38__386bf5e216fa4f7b95eb72fd731edbde,0,test
sketchfab__39__39e27481b94741af9b018670cb1ea8b9,1,val
sketchfab__3a__3a016dba73484cc4994350a3363a0eb3,3,val
sketchfab__3a__3a3d40a36e624f48afeb540ba0f4c1d6_1,1,train
sketchfab__3a__3a7564bf9bff43e6b913478b3ca6fd13_8,5,train
sketchfab__3a__3a86dec3b29b4b79a594f38001f895cd_3,0,train
sketchfab__3a__3ae7d27506fc4ae5ac186052e5f3a0b3,4,train
sketchfab__3b__3b148fa2e9814b12ad1fc4b55647f43d,3,train
sketchfab__3b__3bbf558fb91b4475915a12e669bd1988_4,0,val
sketchfab__3c__3c2087118c2e4ef68e4e0256e1321f3a,3,val
sketchfab__3c__3c33175dea7f4d1895a2a6f1c9d00094_1,4,train
sketchfab__3c__3c356b2055c048b080638708fc78a575_2,1,val
sketchfab__3d__3dee64a208c24ab5be57ae9420e1bd39,0,train
sketchfab__3d__3df9787fe1304b418053910973b24675_4,1,val
sketchfab__3e__3e7a55e4e7af45c888c5133bd881b0d4_2,0,train
sketchfab__40__40284711f6e44180813b0ecddd7a0d9a_5,4,train
sketchfab__40__40f4a2cea5124350bad8520af1204711_1,1,train
sketchfab__41__412dffeb4c744a4bba9cb8a67ec57de2,3,train
sketchfab__41__41534530ec674eff9d6d841b9bd5aa32_1,2,test
sketchfab__41__4174e5c3e3df46e0a89ec85e07fa66a8_None,5,train
sketchfab__41__41e7fc0f67694d93b2112398df1ca33e_None,4,test
sketchfab__42__42624e61f1e84926821a799fc3469beb_None,5,train
sketchfab__43__4376868b31d24bc98a074d79ecf8d62a_cable-distribution-cabinet-low-poly,1,test
sketchfab__46__461020132b3b4b3bbab077f9d539bfbb,1,test
sketchfab__46__462a787e3d9349c5afeda1ee2da29be0,5,train
sketchfab__46__467989faa3a740d18e6a096388423cd6_4,5,train
sketchfab__47__47dd3147fc424bd982af9b5fc658f168,3,train
sketchfab__48__4893af21ddac4f9091c7bf48aa741b06,1,val
sketchfab__48__48c315cc23004d2c9c1feffa4797cb33_2,5,train
sketchfab__49__493f51e7120a4e6294ec4c5f9e028589_2,3,train
sketchfab__49__498f45650882479e926881ce79a26aa6_mabo-tofu_None,5,test
sketchfab__49__49c7c3f2cb554aad88e45b52ffab6a1c,3,test
sketchfab__49__49e6aca5354345d299c0b7d7863c9319_6,5,train
sketchfab__4a__4a30e3f7de9a41ec95115d8910c8703e_None,5,val
sketchfab__4a__4a93f14374f8427ba9b6cc587210fe29,1,train
sketchfab__4b__4b16d58373ae455a85556ab8296ee80b,0,test
sketchfab__4b__4b570878a3cc4ca786af824a03ada414_2,5,train
sketchfab__4b__4ba619f5238e4f71b9c6396f37dc6cc0,0,train
sketchfab__4b__4bd3d18e610f4bf0989d22d141832152,3,train
sketchfab__4f__4fb0a038ccfd4b03a6a417e3b9dc28f0,0,val
sketchfab__50__50210c93ee5a4b648d09a8c99e2700e1_1,0,train
sketchfab__50__5070e13ac78b41fdbabe522d9a7e0d45,1,train
sketchfab__50__50db11021e5d4d2c998c01d4f21578ef_None,0,train
sketchfab__51__5197ce7dd5b94609a4c5fce600683098_None,3,val
sketchfab__52__520ab93e0c674ff095aa6873adfeabce,0,train
sketchfab__52__52634a2bd10f431c85700778f99bd9c6_2,4,train
sketchfab__53__5379b07be9a444c7bce1ce331ba3559a_egg-box_3,5,train
sketchfab__54__542af53410994c759ac2b22a7a38eb20_1,4,train
sketchfab__54__5455b03d6fb443f3bced14fc758e1e24,2,val
